"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","30/805","239/17381",6.89504403421786e-07,0.000295483977975482,0.000258250740190705,"120114/2196/10178/999/1952/1007/54549/57717/56111/56130/79633/60437/84623/8641/56104/56108/56129/56133/56144/55714/54510/54798/11141/1010/22997/222256/221935/26011/26025/23654",30
"GO:0072001","renal system development","33/805","280/17381",8.28462243810202e-07,0.000325447584776774,0.000284438703708169,"2625/93649/25836/2200/120892/1063/55959/3655/65250/79633/80144/9742/9353/9231/84623/8516/3675/3611/4811/4763/4038/3911/5800/581/54798/55083/5125/5156/5314/170690/1634/1636/27031",33
"GO:1902115","regulation of organelle assembly","23/805","158/17381",1.05905672537795e-06,0.000384030261802435,0.000335639516042858,"23224/55704/6311/56890/200576/120892/8100/7984/7175/6101/64422/9742/4926/4478/55755/11273/11214/10274/10735/10769/152185/1785/170690",23
"GO:0018205","peptidyl-lysine modification","40/805","381/17381",1.21919569355978e-06,0.000410520607102914,0.000358791875533306,"58508/2625/6018/93649/57325/51742/10847/23279/23225/4297/4221/4842/4928/9869/675/5903/7052/7158/7155/8021/7994/79813/7468/7799/7175/9734/9631/8202/8520/8850/3007/29072/284058/55870/11143/10013/150572/138474/23081/23165",40
"GO:0051236","establishment of RNA localization","26/805","198/17381",1.61079497896724e-06,0.000506219168723439,0.000442431687556337,"25909/6311/96764/545/23279/23225/23049/57510/4928/5903/8021/7514/7175/9631/8189/29072/285190/3181/55998/55421/51092/10250/10128/23165/26019/23742",26
"GO:0007030","Golgi organization","18/805","108/17381",2.18190691003534e-06,0.000642844323369163,0.000561841029334101,"23345/11113/79659/81671/2804/10142/120892/10565/399687/8615/9659/64145/9712/83548/10419/1452/1785/23271",18
"GO:0051056","regulation of small GTPase mediated signal transduction","34/805","309/17381",2.7195611865512e-06,0.000754118319611902,0.000659093652270054,"8997/5649/84033/64333/5923/64857/57522/23189/22899/10565/57148/55785/4233/8567/84952/80243/79822/7984/9353/85360/29/2889/3675/4763/57569/50618/117289/11214/10564/143872/153478/1785/26030/26230",34
"GO:0032886","regulation of microtubule-based process","24/805","182/17381",3.73164834192945e-06,0.000928446401252884,0.000811455064310964,"157922/23499/8701/56890/1213/4233/324/6249/5903/7514/7175/8195/285190/339829/4926/55755/5314/11190/10274/10013/10735/10769/152185/23271",24
"GO:0050657","nucleic acid transport","25/805","195/17381",3.93910225393672e-06,0.000928446401252884,0.000811455064310964,"25909/6311/96764/23279/23225/23049/57510/4928/5903/8021/7514/7175/9631/8189/29072/285190/3181/55998/55421/51092/10250/10128/23165/26019/23742",25
"GO:0050658","RNA transport","25/805","195/17381",3.93910225393672e-06,0.000928446401252884,0.000811455064310964,"25909/6311/96764/23279/23225/23049/57510/4928/5903/8021/7514/7175/9631/8189/29072/285190/3181/55998/55421/51092/10250/10128/23165/26019/23742",25
"GO:0001822","kidney development","30/805","264/17381",5.46449779978058e-06,0.00119374799915945,0.00104332663481904,"2625/25836/2200/120892/1063/55959/65250/79633/80144/9353/9231/84623/8516/3675/3611/4811/4763/4038/3911/5800/581/54798/55083/5125/5156/5314/170690/1634/1636/27031",30
"GO:0001539","cilium or flagellum-dependent cell motility","9/805","30/17381",5.57116164223757e-06,0.00119374799915945,0.00104332663481904,"1768/25981/1769/8632/8195/339829/56171/55567/55779",9
"GO:0010975","regulation of neuron projection development","41/805","425/17381",7.53191130162389e-06,0.00154371434242848,0.00134919454620393,"8997/5728/23499/2625/55704/5649/91584/55607/23189/120892/5362/9693/65981/66008/9839/9353/9231/2889/3675/3611/4897/4133/4038/55714/5793/5800/56963/54961/51265/50618/114788/11141/10769/1785/2011/2049/22999/23191/221935/23271/23654",41
"GO:0034329","cell junction assembly","25/805","204/17381",8.82896123678933e-06,0.00170642371281411,0.00149140129333774,"5728/23499/287/7368/81671/261734/2316/10207/3655/324/88/9693/7094/9231/8443/2889/3611/3909/3911/55679/5800/57493/5339/1636/2318",25
"GO:0032288","myelin assembly","7/805","18/17381",9.04976512947659e-06,0.00170642371281411,0.00149140129333774,"287/7368/200576/8443/8898/3611/26011",7
"GO:0042391","regulation of membrane potential","39/805","403/17381",1.16443945696101e-05,0.00211121830773623,0.0018451886779536,"6262/1756/5728/5649/480/287/288/6335/777/9780/8913/55607/10142/219931/2316/120892/4297/88/776/785/63895/6328/9631/8898/2903/2890/2894/2897/4897/3776/581/5172/1080/10497/10399/1634/22997/22999/27133",39
"GO:0003341","cilium movement","13/805","68/17381",1.20963985684634e-05,0.00211194158710135,0.00184582081859516,"54768/25981/8701/1769/1770/144132/8632/8481/8195/339829/56171/55567/27031",13
"GO:0010256","endomembrane system organization","38/805","396/17381",1.81889153800593e-05,0.00306223382505712,0.00267636897735158,"6708/5728/23345/23224/11113/287/288/79659/81671/2804/10142/23279/23225/120892/10565/1130/399687/4928/8615/9659/5903/79633/8021/7175/64145/6711/9712/9631/91754/8291/83548/10564/10419/1452/1785/23165/23271/23317",38
"GO:0035023","regulation of Rho protein signal transduction","18/805","128/17381",2.49263014787883e-05,0.00395657484346839,0.00345801619751586,"8997/84033/5923/64857/23189/22899/55785/4233/80243/7984/29/3675/50618/11214/143872/153478/26030/26230",18
"GO:0022604","regulation of cell morphogenesis","40/805","432/17381",2.52277707013634e-05,0.00395657484346839,0.00345801619751586,"6708/157922/8997/5728/23499/5649/91584/55607/2316/23189/120892/5362/55785/9693/7694/65981/66008/9839/9353/3611/4897/4627/4478/4133/4038/5800/54961/51231/51265/50618/11141/10810/1452/1785/2011/2049/22999/23191/23654/254065",40
"GO:0010769","regulation of cell morphogenesis involved in differentiation","28/805","258/17381",2.61410567477302e-05,0.00395657484346839,0.00345801619751586,"8997/5728/23499/5649/91584/55607/2316/23189/120892/5362/9693/65981/66008/9839/9353/3611/4897/4133/4038/5800/54961/51265/11141/1785/2011/2049/23191/23654",28
"GO:0006403","RNA localization","26/805","231/17381",2.68583782331329e-05,0.00395657484346839,0.00345801619751586,"25909/6311/96764/545/23279/23225/23049/57510/4928/5903/8021/7514/7175/9631/8189/29072/285190/3181/55998/55421/51092/10250/10128/23165/26019/23742",26
"GO:0070507","regulation of microtubule cytoskeleton organization","20/805","154/17381",2.95463853015268e-05,0.00422065637307264,0.00368882143764516,"157922/56890/1213/4233/324/6249/5903/7514/7175/285190/4926/55755/5314/11190/10274/10013/10735/10769/152185/23271",20
"GO:0051052","regulation of DNA metabolic process","37/805","391/17381",3.16430523041673e-05,0.00431048479547773,0.00376733079282313,"7157/5290/2625/55704/6018/56154/545/23049/55226/4221/3326/2956/9869/675/7158/7468/7486/6416/5930/9400/9320/84464/8313/29072/3181/3001/3480/3776/581/57695/54464/5156/10111/10735/10419/151987/1763",37
"GO:0035239","tube morphogenesis","34/805","347/17381",3.24994445783839e-05,0.00431048479547773,0.00376733079282313,"6262/2625/26160/25836/2099/57534/55636/4041/4233/3169/9968/6926/7052/79633/7798/9839/9353/9231/81792/8195/29072/339829/3611/4036/3911/55764/55083/5156/1950/2049/170690/27031/23513/23654",34
"GO:0006405","RNA export from nucleus","19/805","143/17381",3.36994068068175e-05,0.00431048479547773,0.00376733079282313,"23279/23225/23049/57510/4928/5903/8021/7514/7175/9631/8189/29072/285190/3181/55998/10250/23165/26019/23742",19
"GO:1903358","regulation of Golgi organization","6/805","15/17381",3.38328250811786e-05,0.00431048479547773,0.00376733079282313,"10142/9659/64145/9712/1785/23271",6
"GO:0060285","cilium-dependent cell motility","8/805","29/17381",3.68334218143908e-05,0.00456928290613259,0.00399351836513921,"25981/1769/8632/8195/339829/56171/55567/55779",8
"GO:0046578","regulation of Ras protein signal transduction","24/805","209/17381",3.91435715076238e-05,0.00473135374581894,0.00413516704131821,"8997/84033/5923/64857/23189/22899/10565/55785/4233/8567/80243/7984/29/2889/3675/4763/50618/11214/10564/143872/153478/1785/26030/26230",24
"GO:0016358","dendrite development","24/805","210/17381",4.23025045741464e-05,0.00498535016406315,0.00435715797113708,"8997/5728/5649/55607/1952/120892/9693/80243/65981/66008/9231/3611/4133/4038/57492/51265/114788/11141/10013/10769/2049/23191/221935/23271",24
"GO:0050890","cognition","28/805","271/17381",6.3094589144034e-05,0.00718453739213899,0.00627923081366411,"8997/5728/22941/5649/5923/151556/25836/55636/3710/4297/85461/6833/6198/7881/8516/2903/2890/2821/3675/440275/4763/4593/4212/3776/57477/10769/23191/2334",28
"GO:0007517","muscle organ development","36/805","389/17381",6.40690592026041e-05,0.00718453739213899,0.00627923081366411,"7273/6262/1756/4703/5728/129446/59269/93649/4625/463/2065/2066/1938/1063/55636/6198/7402/7494/7881/6261/9734/84976/905/4763/3776/4036/3908/3911/57493/1106/150572/1301/1634/165/1655/2483",36
"GO:0051028","mRNA transport","19/805","150/17381",6.55356614047468e-05,0.00718453739213899,0.00627923081366411,"25909/23279/23225/23049/4928/5903/8021/7514/7175/9631/8189/29072/3181/55998/55421/10250/10128/23165/26019",19
"GO:0097061","dendritic spine organization","12/805","69/17381",6.93638654838907e-05,0.00742090769028998,0.00648581664912913,"8997/5728/5649/55607/120892/85461/65981/8898/3675/3480/10013/2049",12
"GO:0048813","dendrite morphogenesis","17/805","126/17381",7.08402303909735e-05,0.00742090769028998,0.00648581664912913,"8997/5728/5649/55607/1952/120892/9693/80243/65981/66008/3611/4133/4038/51265/11141/10013/2049",17
"GO:0034968","histone lysine methylation","15/805","103/17381",7.72203797959224e-05,0.00791341022517344,0.00691626010346087,"58508/2625/6018/51742/4297/4221/9869/79813/7468/7799/3007/29072/55870/150572/23081",15
"GO:0050770","regulation of axonogenesis","19/805","154/17381",9.38184550518697e-05,0.00916255160344915,0.0080080001285979,"5728/23499/91584/5362/66008/9839/9353/3611/4897/4133/4038/5800/54961/51265/1785/2011/2049/23191/23654",19
"GO:0043062","extracellular structure organization","32/805","336/17381",9.43972969198708e-05,0.00916255160344915,0.0080080001285979,"1303/56155/999/284217/3910/25890/2200/1287/56999/55959/3694/3655/7373/80070/8038/84947/8515/8516/3675/4811/4763/3696/4017/3909/3908/3911/5156/1463/1301/169611/1634/2201",32
"GO:0015931","nucleobase-containing compound transport","25/805","235/17381",9.61972257112013e-05,0.00916255160344915,0.0080080001285979,"25909/6311/96764/23279/23225/23049/57510/4928/5903/8021/7514/7175/9631/8189/29072/285190/3181/55998/55421/51092/10250/10128/23165/26019/23742",25
"GO:0016570","histone modification","39/805","444/17381",9.9874440352198e-05,0.00916255160344915,0.0080080001285979,"7157/58508/10075/2625/6018/93649/57325/51742/1108/10847/25836/120892/4297/4221/4842/9869/9730/675/7994/79813/7468/7799/9734/9320/8202/8520/8850/8864/3007/29072/284058/55870/11143/11176/10013/10419/150572/138474/23081",39
"GO:0006409","tRNA export from nucleus","8/805","33/17381",0.000101071846283274,0.00916255160344915,0.0080080001285979,"23279/23225/4928/5903/8021/7175/9631/23165",8
"GO:0071431","tRNA-containing ribonucleoprotein complex export from nucleus","8/805","33/17381",0.000101071846283274,0.00916255160344915,0.0080080001285979,"23279/23225/4928/5903/8021/7175/9631/23165",8
"GO:0106027","neuron projection organization","12/805","72/17381",0.000106449794466582,0.00941142001566884,0.00822550922031303,"8997/5728/5649/55607/120892/85461/65981/8898/3675/3480/10013/2049",12
"GO:0007613","memory","15/805","106/17381",0.000107810072305074,0.00941142001566884,0.00822550922031303,"8997/5728/5649/5923/3710/6833/6198/8516/2903/2890/3675/440275/4593/3776/10769",15
"GO:0003205","cardiac chamber development","19/805","156/17381",0.00011164098825993,0.00956864761195112,0.00836292493874387,"6262/2625/129446/287/93649/4625/55636/6926/65250/7468/7798/3776/4036/57493/5125/1301/1785/27031/23462",19
"GO:0071166","ribonucleoprotein complex localization","17/805","131/17381",0.000115725583555021,0.00974161430139946,0.00851409650440513,"96764/23279/23225/23049/4928/5903/8021/7514/7175/9631/8189/29072/3181/55998/10250/23165/26019",17
"GO:0003231","cardiac ventricle development","16/805","119/17381",0.000119505384373561,0.00988330494626261,0.00863793304594865,"6262/2625/129446/93649/4625/55636/6926/65250/7468/7798/3776/4036/57493/1301/1785/23462",16
"GO:0007528","neuromuscular junction development","9/805","43/17381",0.000127826593291553,0.0102131281487522,0.00892619600612203,"8997/288/120892/1287/7402/785/4593/4038/10497",9
"GO:0050982","detection of mechanical stimulus","9/805","43/17381",0.000127826593291553,0.0102131281487522,0.00892619600612203,"7273/9780/10343/125336/168507/114780/63895/8195/1301",9
"GO:0007229","integrin-mediated signaling pathway","14/805","96/17381",0.000130669432107155,0.0102662617158855,0.00897263433802467,"667/2316/3694/3655/7094/8515/8516/3675/3611/4627/3696/3911/55679/11093",14
"GO:0007077","mitotic nuclear envelope disassembly","9/805","44/17381",0.000154167122818524,0.0117625250526976,0.010280357067695,"23279/23225/4928/5903/8021/7175/9631/91754/23165",9
"GO:0051031","tRNA transport","8/805","35/17381",0.000157824768902995,0.0117625250526976,0.010280357067695,"23279/23225/4928/5903/8021/7175/9631/23165",8
"GO:0051304","chromosome separation","12/805","75/17381",0.00015940677567909,0.0117625250526976,0.010280357067695,"56155/57520/1062/1063/324/7155/7175/9400/84464/4926/56159/51143",12
"GO:0003279","cardiac septum development","14/805","98/17381",0.000163568625360558,0.0117625250526976,0.010280357067695,"2625/129446/287/55636/6926/65250/7468/7798/4036/57493/5125/1785/27031/23462",14
"GO:0006406","mRNA export from nucleus","15/805","110/17381",0.000164685331666958,0.0117625250526976,0.010280357067695,"23279/23225/23049/4928/5903/8021/7175/9631/8189/29072/3181/55998/10250/23165/26019",15
"GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","15/805","110/17381",0.000164685331666958,0.0117625250526976,0.010280357067695,"23279/23225/23049/4928/5903/8021/7175/9631/8189/29072/3181/55998/10250/23165/26019",15
"GO:0017014","protein nitrosylation","5/805","13/17381",0.000198445778055827,0.013594179593081,0.0118812091479622,"1756/4843/4842/493/1636",5
"GO:0018119","peptidyl-cysteine S-nitrosylation","5/805","13/17381",0.000198445778055827,0.013594179593081,0.0118812091479622,"1756/4843/4842/493/1636",5
"GO:0030198","extracellular matrix organization","31/805","335/17381",0.000202636547404207,0.013594179593081,0.0118812091479622,"1303/999/284217/3910/25890/2200/1287/56999/55959/3694/3655/7373/80070/8038/84947/8515/8516/3675/4811/4763/3696/4017/3909/3908/3911/5156/1463/1301/169611/1634/2201",31
"GO:0070588","calcium ion transmembrane transport","29/805","305/17381",0.000203340998582743,0.013594179593081,0.0118812091479622,"6262/1756/287/777/79026/6263/63892/8913/10343/125336/219931/168507/114780/55636/3709/3710/4842/493/776/79054/80036/785/6261/2903/492/4644/581/5294/11141",29
"GO:0060291","long-term synaptic potentiation","11/805","66/17381",0.000204748992598377,0.013594179593081,0.0118812091479622,"8997/5728/22941/5649/55607/57616/3710/2903/440275/4763/10769",11
"GO:0051962","positive regulation of nervous system development","40/805","476/17381",0.000208988190361029,0.0136829212411374,0.0119587686706589,"8997/5728/23499/259266/5649/7058/55607/23013/25836/2316/3169/84631/9693/65981/9839/9353/9231/2889/339479/3675/3611/4897/4036/55714/51265/50618/51704/11141/10810/10419/139065/1950/2011/2049/22999/23081/23191/26011/23376/23654",40
"GO:0045216","cell-cell junction organization","24/805","233/17381",0.000215695938594643,0.0139286391032212,0.0121735242056155,"5728/23499/129446/287/999/7368/4301/261734/1007/10207/54549/324/88/6833/7094/9231/8443/3911/55679/5800/57493/1010/1636/221935",24
"GO:0032970","regulation of actin filament-based process","31/805","338/17381",0.00023725270884309,0.0151136387768423,0.0132092048707234,"6262/6708/8500/4703/10178/11113/55704/287/64857/55607/10142/2316/23189/22899/10565/4233/88/79822/7984/7840/6709/6711/9353/8195/3611/4627/54551/54961/5156/11214/23191",31
"GO:0014706","striated muscle tissue development","33/805","369/17381",0.000241330549125444,0.0151684294476979,0.0132570914986244,"7273/6262/5728/129446/84665/59269/93649/4625/2065/2066/1938/1063/56999/55636/88/6926/6198/7881/6416/6261/9734/905/4763/3776/4036/57493/5156/11214/150572/1301/1634/1655/26011",33
"GO:0048806","genitalia development","9/805","47/17381",0.000261688975611652,0.0162316030399122,0.0141862970989474,"56154/25836/2099/55636/6926/4036/581/5156/10388",9
"GO:0060562","epithelial tube morphogenesis","29/805","310/17381",0.000267746440816478,0.0162504548940912,0.0142027734755316,"6262/2625/26160/2099/57534/4041/4233/3169/9968/6926/79633/7798/9839/9353/9231/81792/8195/29072/339829/3611/4036/3911/55764/55083/1950/170690/27031/23513/23654",29
"GO:0018022","peptidyl-lysine methylation","15/805","115/17381",0.00027097977680368,0.0162504548940912,0.0142027734755316,"58508/2625/6018/51742/4297/4221/9869/79813/7468/7799/3007/29072/55870/150572/23081",15
"GO:0060537","muscle tissue development","34/805","387/17381",0.000272334734118203,0.0162504548940912,0.0142027734755316,"7273/6262/5728/129446/84665/59269/93649/4625/2065/2066/1938/1063/56999/55636/88/6926/6198/7881/6416/6261/9734/8516/905/4763/3776/4036/57493/5156/11214/150572/1301/1634/1655/26011",34
"GO:0010927","cellular component assembly involved in morphogenesis","14/805","103/17381",0.000278666867715988,0.0164204451801646,0.0143513436873734,"7273/287/84033/84665/7368/200576/127294/88/8443/8898/3611/5156/11214/26011",14
"GO:0075733","intracellular transport of virus","10/805","58/17381",0.000297145916551097,0.0169385545295577,0.0148041673020318,"23279/23225/4928/5903/8021/7514/7175/9631/51271/23165",10
"GO:0016571","histone methylation","16/805","129/17381",0.000307933219978658,0.0169385545295577,0.0148041673020318,"58508/2625/6018/51742/4297/4221/9869/79813/7468/7799/3007/29072/55870/10419/150572/23081",16
"GO:0051053","negative regulation of DNA metabolic process","16/805","129/17381",0.000307933219978658,0.0169385545295577,0.0148041673020318,"7157/2625/545/55226/4221/2956/675/7158/9400/9320/84464/3001/3776/54464/10111/10735",16
"GO:0071426","ribonucleoprotein complex export from nucleus","16/805","129/17381",0.000307933219978658,0.0169385545295577,0.0148041673020318,"23279/23225/23049/4928/5903/8021/7514/7175/9631/8189/29072/3181/55998/10250/23165/26019",16
"GO:0030397","membrane disassembly","9/805","48/17381",0.000309019026207459,0.0169385545295577,0.0148041673020318,"23279/23225/4928/5903/8021/7175/9631/91754/23165",9
"GO:0051081","nuclear envelope disassembly","9/805","48/17381",0.000309019026207459,0.0169385545295577,0.0148041673020318,"23279/23225/4928/5903/8021/7175/9631/91754/23165",9
"GO:0051168","nuclear export","21/805","198/17381",0.000353052537008988,0.0191297662006939,0.0167192695687015,"7157/23279/23225/23049/57510/4928/5903/8021/7514/7175/9631/8189/29072/285190/3181/55998/11214/10250/23165/26019/23742",21
"GO:0007605","sensory perception of sound","17/805","144/17381",0.000365547844243532,0.0195817333836819,0.0171142854350381,"283310/7399/84059/125336/25836/55636/776/80055/9381/8195/89797/2917/4647/4036/5172/140469/1301",17
"GO:0033044","regulation of chromosome organization","28/805","301/17381",0.000371557504753287,0.0196800233416516,0.0172001901076803,"7157/2625/56155/93649/57520/545/25836/23049/120892/1062/1063/55226/4297/4842/324/29028/9869/7175/9320/84464/8313/3181/4926/54464/51143/11143/10111/23081",28
"GO:0043087","regulation of GTPase activity","39/805","475/17381",0.000397076861829388,0.0207980036295971,0.0181772963415231,"8997/64333/5923/4301/57522/23348/22899/120892/10565/1122/51520/57148/55785/3655/9693/5903/80243/79822/7984/6305/9712/9353/8313/8195/85360/29/2889/285190/4763/57569/117289/10399/143872/129049/2049/163486/26230/23513/23654",39
"GO:0001578","microtubule bundle formation","12/805","83/17381",0.000421375440289271,0.021828173906853,0.0190776572966132,"54768/25981/1769/144132/6249/6101/339829/4926/4133/56171/55567/55755",12
"GO:0036159","inner dynein arm assembly","5/805","15/17381",0.00042851797032663,0.0219568881752145,0.0191901525841926,"25981/144132/339829/56171/55567",5
"GO:0050773","regulation of dendrite development","16/805","133/17381",0.00043580199105367,0.022090006299215,0.019306496807969,"8997/5728/5649/55607/120892/9693/65981/9231/3611/51265/114788/11141/10769/23191/221935/23271",16
"GO:0030900","forebrain development","32/805","366/17381",0.000443309064605326,0.0222314779845692,0.0194301419805739,"5728/23334/23224/259266/5649/999/79659/91584/23314/2316/2066/120892/55636/493/9693/6926/7155/79633/80055/9839/9353/84623/8195/83696/29072/4763/4036/581/54407/2049/23035/220",32
"GO:0046794","transport of virus","10/805","61/17381",0.000453133185189029,0.0224849456313798,0.0196516707681979,"23279/23225/4928/5903/8021/7514/7175/9631/51271/23165",10
"GO:1902903","regulation of supramolecular fiber organization","28/805","305/17381",0.000459323398361872,0.0225546927070611,0.019712629179697,"6708/157922/8500/10178/11113/64857/55607/23189/22899/10565/4233/324/88/6249/79822/7984/7840/6709/6711/9353/8195/4926/54551/54961/11214/10013/23191/23271",28
"GO:0050954","sensory perception of mechanical stimulus","18/805","161/17381",0.000485201576747222,0.0235797962142928,0.0206085618164799,"283310/7399/84059/125336/25836/55636/776/80055/63895/9381/8195/89797/2917/4647/4036/5172/140469/1301",18
"GO:0051494","negative regulation of cytoskeleton organization","15/805","122/17381",0.000515951175551854,0.0247638599689626,0.0216434244955719,"6708/8500/55607/56890/23189/10565/4233/324/79822/6709/6711/9353/8195/55755/10013",15
"GO:0007409","axonogenesis","36/805","433/17381",0.00052007257889845,0.0247638599689626,0.0216434244955719,"5290/6708/5728/23334/23499/2625/5649/288/91584/5362/84631/63923/7155/65059/6709/6711/66008/9839/9353/91653/3611/4897/4133/4038/3908/5800/54961/51265/10013/139065/1785/2011/2046/2049/23191/23654",36
"GO:0007611","learning or memory","23/805","234/17381",0.000564005110162433,0.0265872008930571,0.0232370105386923,"8997/5728/22941/5649/5923/3710/4297/85461/6833/6198/7881/8516/2903/2890/2821/3675/440275/4763/4593/4212/3776/10769/2334",23
"GO:1902017","regulation of cilium assembly","8/805","42/17381",0.000594233279202428,0.0277348086946559,0.024240010993208,"23224/55704/8100/6101/64422/9742/1785/170690",8
"GO:0090596","sensory organ morphogenesis","24/805","250/17381",0.000607266309567737,0.0280652292480619,0.0245287960335204,"2625/357/25836/2200/54549/55636/4041/8412/6101/8516/8575/29/4647/4763/55714/55764/581/140469/1301/1950/221935/220/2201/23513",24
"GO:1903779","regulation of cardiac conduction","11/805","75/17381",0.000639845728667995,0.0292838132518537,0.0255938291467198,"6262/480/287/6263/2316/3709/3710/4842/493/6261/492",11
"GO:0046605","regulation of centrosome cycle","9/805","53/17381",0.000664119031213419,0.0300539797360548,0.0262669487722838,"56890/5903/7514/285190/55755/5314/11190/10769/152185",9
"GO:0048285","organelle fission","36/805","439/17381",0.000669424665313057,0.0300539797360548,0.0262669487722838,"7273/259266/56155/56154/57520/2175/25836/2316/120892/1062/1063/5139/4041/324/2956/9665/675/5903/7155/7175/84464/8621/285190/4926/56159/51143/10274/10111/10735/10419/10388/152185/138474/1950/1785/1634",36
"GO:0006816","calcium ion transport","34/805","408/17381",0.000705854141038677,0.0308818296962067,0.0269904833153101,"6262/1756/287/777/79026/6263/63892/8913/10343/125336/219931/168507/1179/114780/55636/3709/3710/4842/493/776/79054/80036/785/6261/920/2903/492/4644/581/5294/115352/11141/10316/1950",34
"GO:0061564","axon development","38/805","473/17381",0.000708883092394162,0.0308818296962067,0.0269904833153101,"5290/6708/5728/23334/23499/2625/5649/288/91584/5362/84631/63923/7155/65059/6709/6711/66008/9839/9353/91653/3611/4897/4133/4038/3908/5800/56963/54961/51265/10013/139065/1785/2011/2046/2049/23191/23271/23654",38
"GO:0021537","telencephalon development","23/805","238/17381",0.000713617242546851,0.0308818296962067,0.0269904833153101,"5728/23334/23224/259266/5649/91584/2316/2066/120892/55636/493/79633/9839/9353/84623/8195/83696/4763/581/54407/2049/23035/220",23
"GO:0048562","embryonic organ morphogenesis","26/805","283/17381",0.000714068611982718,0.0308818296962067,0.0269904833153101,"6262/2625/23314/26160/25836/2200/57534/55636/3212/9968/6926/9742/8195/8516/8575/29/29072/339829/4647/5156/140469/1301/220/2201/27031/23513",26
"GO:0014065","phosphatidylinositol 3-kinase signaling","15/805","126/17381",0.000726837379852381,0.0311482855329466,0.0272233636817437,"5290/5728/2625/5649/2065/2066/5783/80243/3667/3480/4763/5156/5287/5294/1634",15
